dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,gate_fg_minus_bg,pred_iou,pred_has_false_alarm
NUDT-SIRST,001238,1,1,1,0.598510325,0.6513056159,0.6541175246,0.6541175246,2.002834558,10.74249744,5.185537338,nan,5.185537338,nan,1,0
NUDT-SIRST,001238,2,1,1,0.7380132675,0.724103272,0.6835134625,0.6765636206,3.834632397,4.484527111,5.09236145,1.357209325,5.193107605,0.212818563,1,0
NUDT-SIRST,001238,3,1,0,0.5885909796,0.566534102,0.547311902,0.5324397087,0.5329353809,0.9160293937,1.409757614,0.8416131139,1.214054465,-0.09252247214,1,0
NUDT-SIRST,001238,4,1,0,0.7382539511,0.7000276446,0.7001595497,0.7023471594,1.077491999,0.9470920563,0.7782698274,1.079203486,0.792778492,0.04824340343,1,0
NUDT-SIRST,001195,1,1,1,0.6511092186,0.7269858122,0.7714061141,0.7714061141,2.04668808,7.510765553,4.485827923,nan,4.485827923,nan,1,0
NUDT-SIRST,001195,2,1,1,0.754858315,0.7704711556,0.7510310411,0.7470808029,2.349745274,2.644211292,3.161284685,1.111832976,3.065162897,0.06881195307,1,0
NUDT-SIRST,001195,3,1,0,0.6613669991,0.6486949325,0.6286020875,0.6093078852,0.4739297926,0.6754143834,1.100506544,0.9468411207,1.084388256,-0.02617627382,1,0
NUDT-SIRST,001195,4,1,0,0.7264118791,0.675354898,0.6629741192,0.661737144,1.043639898,0.9461706877,0.8990086913,1.006759644,0.8857402802,0.003851234913,1,0
NUDT-SIRST,000980,1,1,1,0.5511901379,0.5970523357,0.7203202844,0.7203202844,1.730203271,3.90959239,2.549496174,nan,2.549496174,nan,0.804878056,0
NUDT-SIRST,000980,2,1,1,0.8177437782,0.7735832334,0.738938272,0.7482719421,2.098591328,2.241995335,2.030754805,1.303613901,2.066942453,0.1804342866,0.804878056,0
NUDT-SIRST,000980,3,1,0,0.725784421,0.7184742689,0.7101656795,0.7120602131,0.8461039066,1.258722305,2.12938571,1.022905111,2.14004755,0.01342052221,0.804878056,0
NUDT-SIRST,000980,4,1,0,0.4217272699,0.4812317491,0.5599423647,0.5353431106,0.9968003035,1.036991358,1.580963135,1.034962893,1.511952162,0.01776695251,0.804878056,0
NUDT-SIRST,000194,1,1,1,0.538970232,0.6266803741,0.7052232623,0.7052232623,2.620366573,5.765722275,3.713797092,nan,3.713797092,nan,0.9642857313,0
NUDT-SIRST,000194,2,1,1,0.7981687188,0.7717418075,0.7128520012,0.7221060395,6.764743805,6.062968731,5.577547073,1.195237398,5.110582352,0.120603621,0.9642857313,0
NUDT-SIRST,000194,3,1,0,0.7688100338,0.7209124565,0.741040051,0.7447105646,0.7726975083,1.719929218,2.248683453,0.8981953859,2.164113045,-0.05765944719,0.9642857313,0
NUDT-SIRST,000194,4,1,0,0.4727808237,0.7118924856,0.5828124285,0.4598116577,1.126499414,1.633163452,1.554368138,0.9658946991,1.254657865,-0.01790517569,0.9642857313,0
NUDT-SIRST,000315,1,1,1,0.5399344563,0.634025991,0.6996040344,0.6996040344,2.515536308,7.311676979,6.670936108,nan,6.670936108,nan,0.9417475462,0
NUDT-SIRST,000315,2,1,1,0.7791891098,0.7514487505,0.6726201177,0.6746114492,2.554610252,2.952378035,3.416468382,1.232726336,3.420571089,0.1448245645,0.9417475462,0
NUDT-SIRST,000315,3,1,0,0.6807028055,0.7010823488,0.7438365221,0.7486926913,0.7152420282,1.55838716,2.479774475,1.005629659,2.510654449,0.003053724766,0.9417475462,0
NUDT-SIRST,000315,4,1,0,0.724496603,0.7013973594,0.6429998875,0.5741403699,0.8308668733,1.534433722,1.398946285,0.8810191154,1.057404876,-0.07332968712,0.9417475462,0
NUDT-SIRST,000391,1,1,1,0.6405752897,0.7555572987,0.8159947991,0.8159947991,5.456583023,9.607506752,6.827507019,nan,6.827507019,nan,1,0
NUDT-SIRST,000391,2,1,1,0.8660517335,0.8555277586,0.8319597244,0.8258236647,1.764714718,3.396837473,4.098842144,1.0858742,3.574272871,0.05214840174,1,0
NUDT-SIRST,000391,3,1,0,0.7399380207,0.7266379595,0.623976171,0.5987535119,0.6928472519,0.863996923,1.207149982,0.989641726,1.082491159,-0.006095349789,1,0
NUDT-SIRST,000391,4,1,0,0.5231748223,0.4953687787,0.5082544684,0.4863325953,0.9391227365,0.9930422902,0.8807376623,0.9933131337,0.9001315832,-0.003436982632,1,0
NUDT-SIRST,000704,1,1,1,0.5426519513,0.6218880415,0.712471664,0.712471664,4.901187897,8.321612358,5.493438244,nan,5.493438244,nan,0.9423077106,0
NUDT-SIRST,000704,2,1,1,0.8368228674,0.8052792549,0.7440215945,0.7506113648,5.528686523,5.999584675,6.089133263,1.322488546,5.835749149,0.1902100444,0.9423077106,0
NUDT-SIRST,000704,3,1,0,0.7127700448,0.7051513195,0.7935394645,0.8029435277,0.5700672269,1.247756958,2.183135033,1.023145914,2.179362774,0.01267939806,0.9423077106,0
NUDT-SIRST,000704,4,1,0,0.6914585233,0.6241493821,0.5285269618,0.530477643,0.6044986248,1.003687024,0.9351345301,1.070820808,0.9468154311,0.04247671366,0.9423077106,0
NUDT-SIRST,000930,1,1,1,0.5798019767,0.6217797399,0.6600711346,0.6600711346,2.090486526,5.950088024,3.339955568,nan,3.339955568,nan,0.7534246445,0
NUDT-SIRST,000930,2,1,1,0.7905290127,0.7535063624,0.6914414763,0.6859737635,2.663527966,2.763112783,3.328906298,1.234705687,3.312830925,0.1412287354,0.7534246445,0
NUDT-SIRST,000930,3,1,0,0.710467577,0.6324101686,0.5982279778,0.5758900642,0.7575722933,1.073096871,1.699269176,1.092689514,1.550033808,0.04329565167,0.7534246445,0
NUDT-SIRST,000930,4,1,0,0.748757422,0.6781241298,0.6546716094,0.6543602943,0.6845164299,0.8315727115,0.9647787213,1.097529292,0.9946181774,0.05455625057,0.7534246445,0
NUDT-SIRST,000150,1,1,1,0.5376674533,0.6271967292,0.6938265562,0.6938265562,1.572705388,5.509377956,3.584466934,nan,3.584466934,nan,0.9523809552,0
NUDT-SIRST,000150,2,1,1,0.8144226074,0.7681799531,0.7136053443,0.7121729255,4.312446117,3.678004742,4.399642944,1.286153674,4.021128178,0.167317152,0.9523809552,0
NUDT-SIRST,000150,3,1,0,0.6627608538,0.6144918203,0.5666917562,0.5451647043,0.5962299705,0.9593551755,1.419268131,0.8791871071,1.291284442,-0.06805178523,0.9523809552,0
NUDT-SIRST,000150,4,1,0,0.5358274579,0.4568043649,0.3896195889,0.3747504056,0.7740958929,1.075232387,1.224059582,0.9975453615,1.221828222,-0.001501977444,0.9523809552,0
NUDT-SIRST,000687,1,1,1,0.5804380178,0.6594191194,0.7508737445,0.7508737445,1.745521545,2.736907244,2.209280729,nan,2.209280729,nan,0.8666666746,0
NUDT-SIRST,000687,2,1,1,0.8833384514,0.8454524279,0.8083566427,0.8087015748,2.780687571,2.56236434,3.205261946,1.296441078,2.993615389,0.1660425663,0.8666666746,0
NUDT-SIRST,000687,3,1,0,0.4660491049,0.647544682,0.8128737211,0.8089213967,0.8432811499,1.357529879,2.492755175,1.003825665,2.410760403,0.00224417448,0.8666666746,0
NUDT-SIRST,000687,4,1,0,0.222464487,0.2679275274,0.4090109169,0.3884808123,1.003134608,1.014340878,1.384474158,1.043489337,1.337432861,0.02143085003,0.8666666746,0
NUDT-SIRST,000394,1,1,1,0.6121929884,0.7493857145,0.8132560253,0.8132560253,5.07603693,10.90404987,6.798857212,nan,6.798857212,nan,1,0
NUDT-SIRST,000394,2,1,1,0.8317863941,0.8146772981,0.7765358686,0.7722622752,2.76593852,3.359026194,3.465347052,1.023329377,3.371977329,0.01471608877,1,0
NUDT-SIRST,000394,3,1,0,0.7058950067,0.6918417811,0.5747460723,0.5485215783,0.5539688468,0.7539036274,1.237388492,0.9433832169,1.10268569,-0.0318056941,1,0
NUDT-SIRST,000394,4,1,0,0.6379929781,0.5515830517,0.4671231806,0.4420116842,0.7620600462,1.03151691,0.8307200074,1.100016475,0.8481556773,0.06008690596,1,0
NUDT-SIRST,000988,1,1,1,0.5744166374,0.5901791453,0.6912282109,0.6912282109,2.423370838,5.629060268,2.985474586,nan,2.985474586,nan,0.8909090757,0
NUDT-SIRST,000988,2,1,1,0.8000744581,0.7714442015,0.6754139662,0.6876237988,3.633558989,3.60035038,4.250697136,1.239962459,4.182196617,0.1471598148,0.8909090757,0
NUDT-SIRST,000988,3,1,0,0.6841343641,0.6761036515,0.6583579183,0.6435798407,0.6575059295,1.160064816,1.461749673,0.9491270781,1.288801312,-0.02892202139,0.8909090757,0
NUDT-SIRST,000988,4,1,0,0.6465185881,0.5750121474,0.5270095468,0.5193962455,0.5352506042,0.8191753626,1.130555153,1.079111218,1.165012002,0.04847586155,0.8909090757,0
NUDT-SIRST,000535,1,1,1,0.5205531716,0.6168115139,0.7129175067,0.7129175067,4.650150776,4.716340065,2.780822754,nan,2.780822754,nan,0,0
NUDT-SIRST,000535,2,1,1,0.8496097326,0.8253002763,0.7748274207,0.7759166956,2.216930389,3.230227709,3.08997035,1.138711333,3.118443251,0.08453220129,0,0
NUDT-SIRST,000535,3,1,0,0.7707805634,0.7234738469,0.6747384071,0.6552602053,0.6646937132,0.8195390701,1.058404207,1.106452942,1.063788295,0.05964612961,0,0
NUDT-SIRST,000535,4,1,0,0.667268455,0.6018158793,0.4548150301,0.4430068433,1.493881941,1.207721114,1.000463128,1.121888399,1.026125669,0.07234609127,0,0
NUDT-SIRST,001278,1,1,1,0.5322504044,0.63669765,0.7054072022,0.7054072022,8.753427505,16.33364105,12.00054264,nan,12.00054264,nan,0.927272737,0
NUDT-SIRST,001278,2,1,1,0.8095532656,0.7814333439,0.7331877351,0.7347695231,1.47990644,5.230148792,10.37342072,1.233727932,9.729529381,0.1394575834,0.927272737,0
NUDT-SIRST,001278,3,1,0,0.7073686123,0.7093949318,0.6541577578,0.628321588,0.803661108,1.698952913,1.753393054,0.9835876226,1.546481967,-0.008319824934,0.927272737,0
NUDT-SIRST,001278,4,1,0,0.6224877238,0.5321668386,0.3977774978,0.3907680213,0.4531351924,1.083164334,1.063555121,1.131240368,1.103316307,0.07585680485,0.927272737,0
NUDT-SIRST,000867,1,1,1,0.5743729472,0.6990184188,0.7948155403,0.7948155403,2.319298267,3.337649822,1.947459102,nan,1.947459102,nan,0.9387755394,0
NUDT-SIRST,000867,2,1,1,0.8280454874,0.794698298,0.7541137934,0.7586274147,4.874297142,4.383770466,4.85250473,1.304693699,4.774785042,0.1856769919,0.9387755394,0
NUDT-SIRST,000867,3,1,0,0.6833555698,0.6820267439,0.6642960906,0.665453434,0.9051427841,1.581251979,2.123161554,0.9153411984,2.078772783,-0.05255413055,0.9387755394,0
NUDT-SIRST,000867,4,1,0,0.2576169372,0.5937935114,0.6319640279,0.4626097679,0.9901545048,1.57905364,1.677860856,0.8659554124,1.226984382,-0.06781491637,0.9387755394,0
NUDT-SIRST,000371,1,1,1,0.6046695709,0.7426802516,0.7862147093,0.7862147093,6.307771206,14.71796608,11.36334419,nan,11.36334419,nan,1,0
NUDT-SIRST,000371,2,1,1,0.8539516926,0.8353857398,0.7717847824,0.7613489628,2.50128603,4.338671207,5.36144495,1.049694538,4.502418995,0.03097802401,1,0
NUDT-SIRST,000371,3,1,0,0.6372688413,0.621429503,0.6527264118,0.6386040449,0.3744015694,0.537629962,1.16184628,0.8917582631,1.129853129,-0.05631840229,1,0
NUDT-SIRST,000371,4,1,0,0.7744609118,0.7121973634,0.7189256549,0.7209562063,0.8524956703,0.8395830393,0.878564477,0.9704167843,0.8702052236,-0.0169017911,1,0
NUDT-SIRST,000355,1,1,1,0.5955431461,0.7337487936,0.8209763765,0.8209763765,4.214206219,7.757624626,5.171789169,nan,5.171789169,nan,1,0
NUDT-SIRST,000355,2,1,1,0.8462659717,0.8293555379,0.8182183504,0.8125685453,1.435149431,2.556066513,3.6604352,1.145924449,2.927154779,0.08628326654,1,0
NUDT-SIRST,000355,3,1,0,0.7504659295,0.7181771994,0.609484911,0.5636560321,0.8826898932,0.9093472958,1.331978202,1.00957644,1.145212412,0.005691707134,1,0
NUDT-SIRST,000355,4,1,0,0.2541215122,0.3424265087,0.4165849388,0.3972837925,0.9781027436,0.9701425433,1.103304625,0.987136662,1.104617715,-0.006439268589,1,0
NUDT-SIRST,000722,1,1,1,0.5839884877,0.6815689802,0.7713505626,0.7713505626,3.597913504,4.302661419,2.969893932,nan,2.969893932,nan,0.9298245907,0
NUDT-SIRST,000722,2,1,1,0.8419727087,0.8179283142,0.7773498893,0.778403759,3.573100328,3.8710711,3.897331953,1.2351861,3.644431591,0.1411385536,0.9298245907,0
