dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,R_high_high_for_fusion,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,high_for_fusion_fg_bg,gate_fg_minus_bg,block_fusion_high_source,pred_iou,pred_has_false_alarm
NUAA-SIRST,Misc_82,3,1,0,0.7324145436,0.7821350098,0.7393707633,0.7393707633,0.7393707633,1.1119802,2.071314335,2.605279684,1,2.605279684,2.605279684,0,high_raw,0.4347825944,1
NUAA-SIRST,Misc_82,4,1,0,0.6203953028,0.6006507874,0.5327928662,0.5327928662,0.5327928662,0.4752858877,0.5258147717,1.142296672,1,1.142296672,1.142296672,0,high_raw,0.4347825944,1
NUAA-SIRST,Misc_230,1,1,1,0.5525510907,0.6605681777,0.6605681777,0.6605681777,0.6605681777,1.221098423,10.30990982,10.30990982,nan,10.30990982,10.30990982,nan,stage1,0.6774193645,0
NUAA-SIRST,Misc_230,2,1,1,0.7922596931,0.7476384044,0.7189486623,0.7189486623,0.7189486623,6.093358994,3.963079214,3.535308599,1,3.535308599,3.535308599,0,high_raw,0.6774193645,0
NUAA-SIRST,Misc_230,3,1,0,0.5064296126,0.5548381209,0.6048157215,0.6048157215,0.6048157215,1.004997373,1.786602139,2.385282993,1,2.385282993,2.385282993,0,high_raw,0.6774193645,0
NUAA-SIRST,Misc_230,4,1,0,0.5797882676,0.4899617136,0.4296598732,0.4296598732,0.4296598732,0.1547724605,0.3899774253,0.9632273316,1,0.9632273316,0.9632273316,0,high_raw,0.6774193645,0
NUAA-SIRST,Misc_51,1,1,1,0.4812214375,0.6719323993,0.6719323993,0.6719323993,0.6719323993,1.287850738,8.670539856,8.670539856,nan,8.670539856,8.670539856,nan,stage1,0.769230783,0
NUAA-SIRST,Misc_51,2,1,1,0.892123878,0.881423533,0.8718802333,0.8718802333,0.8718802333,10.00169182,7.949632645,6.547155857,1,6.547155857,6.547155857,0,high_raw,0.769230783,0
NUAA-SIRST,Misc_51,3,1,0,0.8239514828,0.8202103376,0.8153101206,0.8153101206,0.8153101206,0.6134217978,1.742676735,2.156566858,1,2.156566858,2.156566858,0,high_raw,0.769230783,0
NUAA-SIRST,Misc_51,4,1,0,0.7447097898,0.5831469297,0.6026898623,0.6026898623,0.6026898623,0.6188525558,0.9059787989,1.097489238,1,1.097489238,1.097489238,0,high_raw,0.769230783,0
NUAA-SIRST,Misc_203,1,1,1,0.3858780265,0.6278062463,0.6278062463,0.6278062463,0.6278062463,1.430211902,11.85249233,11.85249233,nan,11.85249233,11.85249233,nan,stage1,0.6875,0
NUAA-SIRST,Misc_203,2,1,1,0.8263283968,0.8029030561,0.7956752181,0.7956752181,0.7956752181,4.964227676,3.773409367,3.582499027,1,3.582499027,3.582499027,0,high_raw,0.6875,0
NUAA-SIRST,Misc_203,3,1,0,0.724362731,0.7116036415,0.6965075135,0.6965075135,0.6965075135,0.6634883285,0.9934023619,1.245752573,1,1.245752573,1.245752573,0,high_raw,0.6875,0
NUAA-SIRST,Misc_203,4,1,0,0.6381154656,0.4549207985,0.5337051153,0.5337051153,0.5337051153,1.500699878,1.146254659,1.183951259,1,1.183951259,1.183951259,0,high_raw,0.6875,0
NUAA-SIRST,Misc_210,1,1,1,0.531447947,0.6296213865,0.6296213865,0.6296213865,0.6296213865,1.820908904,37.95571518,37.95571518,nan,37.95571518,37.95571518,nan,stage1,1,0
NUAA-SIRST,Misc_210,2,1,1,0.8315417767,0.8171157837,0.7986086011,0.7986086011,0.7986086011,6.853552341,5.801360607,4.986968994,1,4.986968994,4.986968994,0,high_raw,1,0
NUAA-SIRST,Misc_210,3,1,0,0.3867614865,0.5856151581,0.6586061716,0.6586061716,0.6586061716,1.048704147,2.136339426,2.63709259,1,2.63709259,2.63709259,0,high_raw,1,0
NUAA-SIRST,Misc_210,4,1,0,0.5112079382,0.4306961,0.343714118,0.343714118,0.343714118,1.031706572,0.9898922443,1.051232696,1,1.051232696,1.051232696,0,high_raw,1,0
NUAA-SIRST,Misc_219,1,1,1,0.4979510307,0.6937494874,0.6937494874,0.6937494874,0.6937494874,1.44029963,4.629976273,4.629976273,nan,4.629976273,4.629976273,nan,stage1,0.75,0
NUAA-SIRST,Misc_219,2,1,1,0.9052577615,0.8919940591,0.878293395,0.878293395,0.878293395,4.753525734,4.12745285,3.74154067,1,3.74154067,3.74154067,0,high_raw,0.75,0
NUAA-SIRST,Misc_219,3,1,0,0.8254354,0.8108580709,0.7935726047,0.7935726047,0.7935726047,0.3497828543,1.186015248,1.486874461,1,1.486874461,1.486874461,0,high_raw,0.75,0
NUAA-SIRST,Misc_219,4,1,0,0.6960673332,0.5478190184,0.5603215098,0.5603215098,0.5603215098,1.287808895,0.7954778075,1.412596226,1,1.412596226,1.412596226,0,high_raw,0.75,0
NUAA-SIRST,Misc_178,1,1,1,0.587326467,0.6636701226,0.6636701226,0.6636701226,0.6636701226,4.389669418,15.04829884,15.04829884,nan,15.04829884,15.04829884,nan,stage1,0.5,0
NUAA-SIRST,Misc_178,2,1,1,0.8264920712,0.8048746586,0.7965986729,0.7965986729,0.7965986729,4.639823437,4.512039185,4.538868904,1,4.538868904,4.538868904,0,high_raw,0.5,0
NUAA-SIRST,Misc_178,3,1,0,0.6625075936,0.7740696073,0.7319450974,0.7319450974,0.7319450974,0.724211812,2.315991402,2.616189957,1,2.616189957,2.616189957,0,high_raw,0.5,0
NUAA-SIRST,Misc_178,4,1,0,0.6929834485,0.651956737,0.4868658185,0.4868658185,0.4868658185,1.034313917,1.110815406,1.001718521,1,1.001718521,1.001718521,0,high_raw,0.5,0
NUAA-SIRST,Misc_416,1,1,1,0.4478557706,0.5906742215,0.5906742215,0.5906742215,0.5906742215,2.834946632,28.65122414,28.65122414,nan,28.65122414,28.65122414,nan,stage1,0.8549618125,0
NUAA-SIRST,Misc_416,2,1,1,0.7910330892,0.7240661383,0.7143027186,0.7143027186,0.7143027186,6.571755886,6.332903862,5.657657623,1,5.657657623,5.657657623,0,high_raw,0.8549618125,0
NUAA-SIRST,Misc_416,3,1,0,0.6341084242,0.8002665639,0.8230549097,0.8230549097,0.8230549097,1.687043071,3.60091877,4.845770359,1,4.845770359,4.845770359,0,high_raw,0.8549618125,0
NUAA-SIRST,Misc_416,4,1,0,0.5126200914,0.4426086247,0.3922452331,0.3922452331,0.3922452331,0.202290684,0.9309680462,0.961311698,1,0.961311698,0.961311698,0,high_raw,0.8549618125,0
NUAA-SIRST,Misc_366,1,1,1,0.4378432631,0.6430832744,0.6430832744,0.6430832744,0.6430832744,1.905716658,12.2670126,12.2670126,nan,12.2670126,12.2670126,nan,stage1,1,0
NUAA-SIRST,Misc_366,2,1,1,0.7947556376,0.7701073885,0.7714703083,0.7714703083,0.7714703083,8.230422974,6.61183691,6.09337616,1,6.09337616,6.09337616,0,high_raw,1,0
NUAA-SIRST,Misc_366,3,1,0,0.7032256722,0.7738318443,0.7442404628,0.7442404628,0.7442404628,1.451344371,2.823132753,3.337946653,1,3.337946653,3.337946653,0,high_raw,1,0
NUAA-SIRST,Misc_366,4,1,0,0.6809563637,0.588530302,0.6366750002,0.6366750002,0.6366750002,0.7605752945,1.458591938,1.51090157,1,1.51090157,1.51090157,0,high_raw,1,0
NUAA-SIRST,Misc_306,1,1,1,0.3757928908,0.5623865724,0.5623865724,0.5623865724,0.5623865724,2.186902761,20.06526184,20.06526184,nan,20.06526184,20.06526184,nan,stage1,0.7303370833,0
NUAA-SIRST,Misc_306,2,1,1,0.8310177326,0.798422277,0.7793629169,0.7793629169,0.7793629169,5.950797081,5.501797199,4.844388008,1,4.844388008,4.844388008,0,high_raw,0.7303370833,0
NUAA-SIRST,Misc_306,3,1,0,0.7144463658,0.7215180993,0.7361019254,0.7361019254,0.7361019254,1.545761347,2.611296415,3.174117327,1,3.174117327,3.174117327,0,high_raw,0.7303370833,0
NUAA-SIRST,Misc_306,4,1,0,0.5262975693,0.5075182915,0.4438057244,0.4438057244,0.4438057244,0.6476560235,0.8815352321,1.165438175,1,1.165438175,1.165438175,0,high_raw,0.7303370833,0
NUAA-SIRST,Misc_94,1,1,1,0.5332658291,0.5983502865,0.5983502865,0.5983502865,0.5983502865,4.390920639,12.51329327,12.51329327,nan,12.51329327,12.51329327,nan,stage1,0.8412698507,0
NUAA-SIRST,Misc_94,2,1,1,0.8038114309,0.7809889913,0.7797774673,0.7797774673,0.7797774673,3.808466196,4.236429691,4.585030556,1,4.585030556,4.585030556,0,high_raw,0.8412698507,0
NUAA-SIRST,Misc_94,3,1,0,0.6668924093,0.7838138938,0.7963994145,0.7963994145,0.7963994145,1.499311209,3.584002256,4.233772278,1,4.233772278,4.233772278,0,high_raw,0.8412698507,0
NUAA-SIRST,Misc_94,4,1,0,0.6417688727,0.7062686086,0.6686646342,0.6686646342,0.6686646342,0.9766122699,2.102008581,2.047764063,1,2.047764063,2.047764063,0,high_raw,0.8412698507,0
NUAA-SIRST,Misc_5,1,1,1,0.4580958784,0.631747961,0.631747961,0.631747961,0.631747961,2.078699827,13.40053082,13.40053082,nan,13.40053082,13.40053082,nan,stage1,0.711538434,0
NUAA-SIRST,Misc_5,2,1,1,0.8914402723,0.87526232,0.8617345691,0.8617345691,0.8617345691,6.348815918,5.328701019,4.880687237,1,4.880687237,4.880687237,0,high_raw,0.711538434,0
NUAA-SIRST,Misc_5,3,1,0,0.8002666831,0.8005824685,0.8056275249,0.8056275249,0.8056275249,0.5904768109,1.698354602,2.236159563,1,2.236159563,2.236159563,0,high_raw,0.711538434,0
NUAA-SIRST,Misc_5,4,1,0,0.6751468182,0.4882735908,0.5351555943,0.5351555943,0.5351555943,0.4730442166,0.8234054446,1.087088227,1,1.087088227,1.087088227,0,high_raw,0.711538434,0
NUAA-SIRST,Misc_413,1,1,1,0.5667066574,0.6770501733,0.6770501733,0.6770501733,0.6770501733,0.739382267,3.434498072,3.434498072,nan,3.434498072,3.434498072,nan,stage1,0.6000000238,0
NUAA-SIRST,Misc_413,2,1,1,0.8670255542,0.8532281518,0.8517053127,0.8517053127,0.8517053127,3.528017282,2.560035706,2.618143559,1,2.618143559,2.618143559,0,high_raw,0.6000000238,0
NUAA-SIRST,Misc_413,3,1,0,0.7794074416,0.7519024014,0.7342348695,0.7342348695,0.7342348695,0.3459809422,0.9967918992,1.368260384,1,1.368260384,1.368260384,0,high_raw,0.6000000238,0
NUAA-SIRST,Misc_413,4,1,0,0.6922081113,0.5063740015,0.5835965872,0.5835965872,0.5835965872,0.5300577283,0.8143185973,0.8028671145,1,0.8028671145,0.8028671145,0,high_raw,0.6000000238,0
NUAA-SIRST,Misc_279,1,1,1,0.4864986241,0.6076946259,0.6076946259,0.6076946259,0.6076946259,5.504956245,17.68330574,17.68330574,nan,17.68330574,17.68330574,nan,stage1,0.8522727489,1
NUAA-SIRST,Misc_279,2,1,1,0.7716580033,0.7461857796,0.7465592623,0.7465592623,0.7465592623,4.098947048,4.321317673,4.545824051,1,4.545824051,4.545824051,0,high_raw,0.8522727489,1
NUAA-SIRST,Misc_279,3,1,0,0.608138144,0.7529705167,0.7655678391,0.7655678391,0.7655678391,1.22633481,3.04275322,3.869307995,1,3.869307995,3.869307995,0,high_raw,0.8522727489,1
NUAA-SIRST,Misc_279,4,1,0,0.5411835313,0.6819387674,0.6700226665,0.6700226665,0.6700226665,0.7862699628,1.445754528,1.538897514,1,1.538897514,1.538897514,0,high_raw,0.8522727489,1
NUAA-SIRST,Misc_110,1,1,1,0.5269411206,0.5785694122,0.5785694122,0.5785694122,0.5785694122,1.816595912,5.855018616,5.855018616,nan,5.855018616,5.855018616,nan,stage1,0.5041322112,1
NUAA-SIRST,Misc_110,2,1,1,0.7787481546,0.7439305782,0.7513881922,0.7513881922,0.7513881922,2.544021606,2.686211348,2.565273523,1,2.565273523,2.565273523,0,high_raw,0.5041322112,1
NUAA-SIRST,Misc_110,3,1,0,0.7721226811,0.7528357506,0.7741812468,0.7741812468,0.7741812468,0.8926480412,1.115508556,1.50071907,1,1.50071907,1.50071907,0,high_raw,0.5041322112,1
NUAA-SIRST,Misc_110,4,1,0,0.6147840023,0.7037400603,0.685400188,0.685400188,0.685400188,0.4013232887,0.6725473404,0.6627717614,1,0.6627717614,0.6627717614,0,high_raw,0.5041322112,1
NUAA-SIRST,Misc_298,1,1,1,0.4293420315,0.5626453161,0.5626453161,0.5626453161,0.5626453161,2.249019861,15.49281311,15.49281311,nan,15.49281311,15.49281311,nan,stage1,0.7945205569,0
NUAA-SIRST,Misc_298,2,1,1,0.8724936843,0.8559113741,0.8448831439,0.8448831439,0.8448831439,6.408447742,5.617128372,4.839737415,1,4.839737415,4.839737415,0,high_raw,0.7945205569,0
NUAA-SIRST,Misc_298,3,1,0,0.8024590611,0.8095690608,0.8095501065,0.8095501065,0.8095501065,0.5045138597,1.491737723,1.921509027,1,1.921509027,1.921509027,0,high_raw,0.7945205569,0
