dataset,sample_id,stage,stage_enabled,stage_used_as_decoder_skip,R_high_low,R_high_residual,R_high_high_raw,R_high_high_hat,R_high_high_for_fusion,low_fg_bg,residual_fg_bg,high_raw_fg_bg,gate_fg_bg,high_hat_fg_bg,high_for_fusion_fg_bg,gate_fg_minus_bg,block_fusion_high_source,pred_iou,pred_has_false_alarm
NUDT-SIRST,000195,4,1,0,0.8230848312,0.6971098781,0.6059253812,0.6059253812,0.6059253812,0.4084649086,0.7175554633,1.138936996,1,1.138936996,1.138936996,0,high_raw,0.928571403,0
NUDT-SIRST,000519,1,1,1,0.5889163017,0.7000220418,0.7000220418,0.7000220418,0.7000220418,2.055030346,2.693377256,2.693377256,nan,2.693377256,2.693377256,nan,stage1,0.4444444478,0
NUDT-SIRST,000519,2,1,1,0.8929159045,0.8661329746,0.8637990952,0.8637990952,0.8637990952,1.349080682,1.276946187,1.224559903,1,1.224559903,1.224559903,0,high_raw,0.4444444478,0
NUDT-SIRST,000519,3,1,0,0.8056142926,0.7551227212,0.7449417114,0.7449417114,0.7449417114,1.601508856,1.369090915,1.650231957,1,1.650231957,1.650231957,0,high_raw,0.4444444478,0
NUDT-SIRST,000519,4,1,0,0.5058322549,0.4915383458,0.5095004439,0.5095004439,0.5095004439,1.088382363,0.926200211,0.8785262704,1,0.8785262704,0.8785262704,0,high_raw,0.4444444478,0
NUDT-SIRST,001111,1,1,1,0.6166200042,0.6649060249,0.6649060249,0.6649060249,0.6649060249,1.97477293,5.222472668,5.222472668,nan,5.222472668,5.222472668,nan,stage1,1,0
NUDT-SIRST,001111,2,1,1,0.818136394,0.7705605626,0.7536192536,0.7536192536,0.7536192536,3.976387978,3.096792936,3.152431488,1,3.152431488,3.152431488,0,high_raw,1,0
NUDT-SIRST,001111,3,1,0,0.6577131152,0.6771943569,0.6731808186,0.6731808186,0.6731808186,1.280932069,1.327857256,2.305273056,1,2.305273056,2.305273056,0,high_raw,1,0
NUDT-SIRST,001111,4,1,0,0.4939337671,0.3509168029,0.4140580595,0.4140580595,0.4140580595,1.059416294,0.8202321529,0.8027056456,1,0.8027056456,0.8027056456,0,high_raw,1,0
NUDT-SIRST,000922,1,1,1,0.6375544071,0.6448209286,0.6448209286,0.6448209286,0.6448209286,1.551894784,4.049906254,4.049906254,nan,4.049906254,4.049906254,nan,stage1,0.9333333373,0
